optimizer_type,norm_type,learning_rate,kernel_num,init_type,epoch,avg_loss,epoch_time,total_time,converged,convergence_epoch,accuracy
0,0,0.001,8,1,74,1.9e-05,4.171599,408.33949,1,16,0.88
0,0,0.001,8,1,75,2e-05,4.347082,408.33949,1,16,0.88
0,0,0.001,8,1,76,3e-06,4.147348,408.33949,1,16,0.88
0,0,0.001,8,1,77,1e-06,4.63947,408.33949,1,16,0.88
0,0,0.001,8,1,78,1e-06,4.058852,408.33949,1,16,0.88
0,0,0.001,8,1,79,0.051545,4.187725,408.33949,1,16,0.88
0,0,0.001,8,1,80,2.8e-05,4.299807,408.33949,1,16,0.88
0,0,0.001,8,1,81,7e-06,4.532429,408.33949,1,16,0.88
0,0,0.001,8,1,82,5e-06,4.958344,408.33949,1,16,0.88
0,0,0.001,8,1,83,1.3e-05,4.530304,408.33949,1,16,0.88
0,0,0.001,8,1,84,2.2e-05,5.023184,408.33949,1,16,0.88
0,0,0.001,8,1,85,1.1e-05,5.529514,408.33949,1,16,0.88
0,0,0.001,8,1,86,0.030678,5.045803,408.33949,1,16,0.88
0,0,0.001,8,1,87,0.002218,4.817867,408.33949,1,16,0.88
0,0,0.001,8,1,88,0.026493,4.750165,408.33949,1,16,0.88
0,0,0.001,8,1,89,0.000121,4.72729,408.33949,1,16,0.88
0,0,0.001,8,1,90,0.000233,4.831177,408.33949,1,16,0.88
0,0,0.001,8,1,91,4.4e-05,4.147744,408.33949,1,16,0.88
0,0,0.001,8,1,92,8e-06,3.958966,408.33949,1,16,0.88
0,0,0.001,8,1,93,6e-06,4.107392,408.33949,1,16,0.88
0,0,0.001,8,1,94,3e-05,3.908212,408.33949,1,16,0.88
0,0,0.001,8,1,95,5e-06,4.259736,408.33949,1,16,0.88
0,0,0.001,8,1,96,0.007751,3.507097,408.33949,1,16,0.88
0,0,0.001,8,1,97,0.048414,3.461576,408.33949,1,16,0.88
0,0,0.001,8,1,98,0.002073,4.123498,408.33949,1,16,0.88
0,0,0.001,8,1,99,0.006427,5.664449,408.33949,1,16,0.88
0,0,0.001,8,1,100,0.024175,5.039017,408.33949,1,16,0.88
1,0,0.01,4,1,1,1.147879,1.276313,125.550258,1,42,0.87
1,0,0.01,4,1,2,0.681559,1.224618,125.550258,1,42,0.87
1,0,0.01,4,1,3,0.415775,1.180695,125.550258,1,42,0.87
1,0,0.01,4,1,4,0.414619,1.214325,125.550258,1,42,0.87
1,0,0.01,4,1,5,0.302792,1.210483,125.550258,1,42,0.87
1,0,0.01,4,1,6,0.294193,1.175734,125.550258,1,42,0.87
1,0,0.01,4,1,7,0.31966,1.153521,125.550258,1,42,0.87
1,0,0.01,4,1,8,0.286634,1.164991,125.550258,1,42,0.87
1,0,0.01,4,1,9,0.204003,1.149846,125.550258,1,42,0.87
1,0,0.01,4,1,10,0.251159,1.210121,125.550258,1,42,0.87
1,0,0.01,4,1,11,0.16726,1.211985,125.550258,1,42,0.87
1,0,0.01,4,1,12,0.176755,1.163512,125.550258,1,42,0.87
1,0,0.01,4,1,13,0.139627,1.21009,125.550258,1,42,0.87
1,0,0.01,4,1,14,0.131832,1.155301,125.550258,1,42,0.87
1,0,0.01,4,1,15,0.321935,1.1549,125.550258,1,42,0.87
1,0,0.01,4,1,16,0.178616,1.182176,125.550258,1,42,0.87
1,0,0.01,4,1,17,0.180306,1.144303,125.550258,1,42,0.87
1,0,0.01,4,1,18,0.097946,1.236932,125.550258,1,42,0.87
1,0,0.01,4,1,19,0.058594,1.153933,125.550258,1,42,0.87
1,0,0.01,4,1,20,0.099101,1.168915,125.550258,1,42,0.87
1,0,0.01,4,1,21,0.082034,1.184828,125.550258,1,42,0.87
1,0,0.01,4,1,22,0.084003,1.175901,125.550258,1,42,0.87
1,0,0.01,4,1,23,0.08154,1.166359,125.550258,1,42,0.87
1,0,0.01,4,1,24,0.045379,1.320383,125.550258,1,42,0.87
1,0,0.01,4,1,25,0.074702,1.190139,125.550258,1,42,0.87
1,0,0.01,4,1,26,0.066646,1.380636,125.550258,1,42,0.87
1,0,0.01,4,1,27,0.033033,1.237624,125.550258,1,42,0.87
1,0,0.01,4,1,28,0.080937,1.200443,125.550258,1,42,0.87
1,0,0.01,4,1,29,0.149688,1.174938,125.550258,1,42,0.87
1,0,0.01,4,1,30,0.076555,1.225796,125.550258,1,42,0.87
1,0,0.01,4,1,31,0.091838,1.322369,125.550258,1,42,0.87
1,0,0.01,4,1,32,0.08121,1.326023,125.550258,1,42,0.87
1,0,0.01,4,1,33,0.118769,1.478855,125.550258,1,42,0.87
1,0,0.01,4,1,34,0.092712,1.487906,125.550258,1,42,0.87
1,0,0.01,4,1,35,0.080225,1.713841,125.550258,1,42,0.87
1,0,0.01,4,1,36,0.055875,1.260017,125.550258,1,42,0.87
1,0,0.01,4,1,37,0.057869,1.319737,125.550258,1,42,0.87
1,0,0.01,4,1,38,0.036163,1.319775,125.550258,1,42,0.87
1,0,0.01,4,1,39,0.067991,1.280542,125.550258,1,42,0.87
1,0,0.01,4,1,40,0.0548,1.294557,125.550258,1,42,0.87
1,0,0.01,4,1,41,0.03318,1.552703,125.550258,1,42,0.87
1,0,0.01,4,1,42,0.007892,1.323651,125.550258,1,42,0.87
1,0,0.01,4,1,43,0.016883,1.30692,125.550258,1,42,0.87
1,0,0.01,4,1,44,0.08751,1.3557,125.550258,1,42,0.87
1,0,0.01,4,1,45,0.00654,1.298485,125.550258,1,42,0.87
1,0,0.01,4,1,46,0.000375,1.366265,125.550258,1,42,0.87
1,0,0.01,4,1,47,0.000179,1.351217,125.550258,1,42,0.87
1,0,0.01,4,1,48,0.000139,1.480314,125.550258,1,42,0.87
1,0,0.01,4,1,49,0.000117,1.397309,125.550258,1,42,0.87
1,0,0.01,4,1,50,0.000103,1.376792,125.550258,1,42,0.87
1,0,0.01,4,1,51,9.2e-05,1.314492,125.550258,1,42,0.87
1,0,0.01,4,1,52,8.4e-05,1.309308,125.550258,1,42,0.87
1,0,0.01,4,1,53,7.8e-05,1.398372,125.550258,1,42,0.87
1,0,0.01,4,1,54,7.2e-05,1.446647,125.550258,1,42,0.87
1,0,0.01,4,1,55,6.8e-05,1.337605,125.550258,1,42,0.87
1,0,0.01,4,1,56,6.4e-05,1.328362,125.550258,1,42,0.87
1,0,0.01,4,1,57,6.1e-05,1.32605,125.550258,1,42,0.87
1,0,0.01,4,1,58,5.8e-05,1.308693,125.550258,1,42,0.87
1,0,0.01,4,1,59,5.5e-05,1.452711,125.550258,1,42,0.87
1,0,0.01,4,1,60,5.3e-05,1.227731,125.550258,1,42,0.87
1,0,0.01,4,1,61,5e-05,1.231985,125.550258,1,42,0.87
1,0,0.01,4,1,62,4.8e-05,1.320745,125.550258,1,42,0.87
1,0,0.01,4,1,63,4.6e-05,1.172604,125.550258,1,42,0.87
1,0,0.01,4,1,64,4.5e-05,1.224535,125.550258,1,42,0.87
1,0,0.01,4,1,65,4.3e-05,1.230748,125.550258,1,42,0.87
1,0,0.01,4,1,66,4.2e-05,1.46682,125.550258,1,42,0.87
1,0,0.01,4,1,67,4e-05,1.400049,125.550258,1,42,0.87
1,0,0.01,4,1,68,3.9e-05,1.285645,125.550258,1,42,0.87
1,0,0.01,4,1,69,3.8e-05,1.410201,125.550258,1,42,0.87
1,0,0.01,4,1,70,3.7e-05,1.208744,125.550258,1,42,0.87
1,0,0.01,4,1,71,3.6e-05,1.166315,125.550258,1,42,0.87
1,0,0.01,4,1,72,3.5e-05,1.156627,125.550258,1,42,0.87
1,0,0.01,4,1,73,3.4e-05,1.134268,125.550258,1,42,0.87
1,0,0.01,4,1,74,3.3e-05,1.188443,125.550258,1,42,0.87
1,0,0.01,4,1,75,3.2e-05,1.203591,125.550258,1,42,0.87
1,0,0.01,4,1,76,3.1e-05,1.182936,125.550258,1,42,0.87
1,0,0.01,4,1,77,3.1e-05,1.172707,125.550258,1,42,0.87
1,0,0.01,4,1,78,3e-05,1.213494,125.550258,1,42,0.87
1,0,0.01,4,1,79,2.9e-05,1.177124,125.550258,1,42,0.87
1,0,0.01,4,1,80,2.9e-05,1.147181,125.550258,1,42,0.87
1,0,0.01,4,1,81,2.8e-05,1.215612,125.550258,1,42,0.87
1,0,0.01,4,1,82,2.8e-05,1.125929,125.550258,1,42,0.87
1,0,0.01,4,1,83,2.7e-05,1.212171,125.550258,1,42,0.87
1,0,0.01,4,1,84,2.6e-05,1.217735,125.550258,1,42,0.87
1,0,0.01,4,1,85,2.6e-05,1.152049,125.550258,1,42,0.87
1,0,0.01,4,1,86,2.6e-05,1.159131,125.550258,1,42,0.87
1,0,0.01,4,1,87,2.5e-05,1.136935,125.550258,1,42,0.87
1,0,0.01,4,1,88,2.5e-05,1.175234,125.550258,1,42,0.87
1,0,0.01,4,1,89,2.4e-05,1.124338,125.550258,1,42,0.87
1,0,0.01,4,1,90,2.4e-05,1.102486,125.550258,1,42,0.87
1,0,0.01,4,1,91,2.3e-05,1.193474,125.550258,1,42,0.87
1,0,0.01,4,1,92,2.3e-05,1.193091,125.550258,1,42,0.87
1,0,0.01,4,1,93,2.3e-05,1.178769,125.550258,1,42,0.87
1,0,0.01,4,1,94,2.2e-05,1.136158,125.550258,1,42,0.87
1,0,0.01,4,1,95,2.2e-05,1.118434,125.550258,1,42,0.87
1,0,0.01,4,1,96,2.2e-05,1.1598,125.550258,1,42,0.87
1,0,0.01,4,1,97,2.1e-05,1.278956,125.550258,1,42,0.87
1,0,0.01,4,1,98,2.1e-05,1.185829,125.550258,1,42,0.87
1,0,0.01,4,1,99,2.1e-05,1.311084,125.550258,1,42,0.87
1,0,0.01,4,1,100,2e-05,1.299832,125.550258,1,42,0.87
1,0,0.01,8,1,1,0.857005,3.278338,331.921449,1,19,0.92
1,0,0.01,8,1,2,0.355931,3.2109,331.921449,1,19,0.92
1,0,0.01,8,1,3,0.268817,4.066132,331.921449,1,19,0.92
1,0,0.01,8,1,4,0.18982,3.732776,331.921449,1,19,0.92
1,0,0.01,8,1,5,0.227208,3.234355,331.921449,1,19,0.92
1,0,0.01,8,1,6,0.1799,3.082409,331.921449,1,19,0.92
1,0,0.01,8,1,7,0.126819,3.330379,331.921449,1,19,0.92
1,0,0.01,8,1,8,0.065783,3.003242,331.921449,1,19,0.92
1,0,0.01,8,1,9,0.095198,3.16224,331.921449,1,19,0.92
1,0,0.01,8,1,10,0.199109,3.13232,331.921449,1,19,0.92
1,0,0.01,8,1,11,0.167915,2.967118,331.921449,1,19,0.92
1,0,0.01,8,1,12,0.130958,3.152259,331.921449,1,19,0.92
1,0,0.01,8,1,13,0.212759,2.999555,331.921449,1,19,0.92
1,0,0.01,8,1,14,0.059045,2.918157,331.921449,1,19,0.92
1,0,0.01,8,1,15,0.092379,2.941899,331.921449,1,19,0.92
1,0,0.01,8,1,16,0.053169,2.873374,331.921449,1,19,0.92
1,0,0.01,8,1,17,0.092215,2.930391,331.921449,1,19,0.92
1,0,0.01,8,1,18,0.027317,2.895341,331.921449,1,19,0.92
1,0,0.01,8,1,19,0.002502,2.958489,331.921449,1,19,0.92
1,0,0.01,8,1,20,0.000439,2.989977,331.921449,1,19,0.92
1,0,0.01,8,1,21,0.000123,2.976895,331.921449,1,19,0.92
1,0,0.01,8,1,22,9.5e-05,2.851812,331.921449,1,19,0.92
1,0,0.01,8,1,23,8.2e-05,2.950873,331.921449,1,19,0.92
1,0,0.01,8,1,24,7.3e-05,3.25582,331.921449,1,19,0.92
1,0,0.01,8,1,25,6.7e-05,3.264248,331.921449,1,19,0.92
1,0,0.01,8,1,26,6.2e-05,3.185402,331.921449,1,19,0.92
1,0,0.01,8,1,27,5.8e-05,4.628071,331.921449,1,19,0.92
1,0,0.01,8,1,28,5.4e-05,4.269653,331.921449,1,19,0.92
1,0,0.01,8,1,29,5.1e-05,3.227176,331.921449,1,19,0.92
1,0,0.01,8,1,30,4.9e-05,3.025653,331.921449,1,19,0.92
1,0,0.01,8,1,31,4.6e-05,3.482206,331.921449,1,19,0.92
1,0,0.01,8,1,32,4.4e-05,3.200447,331.921449,1,19,0.92
1,0,0.01,8,1,33,4.3e-05,3.034049,331.921449,1,19,0.92
1,0,0.01,8,1,34,4.1e-05,3.137464,331.921449,1,19,0.92
1,0,0.01,8,1,35,3.9e-05,3.014403,331.921449,1,19,0.92
1,0,0.01,8,1,36,3.8e-05,2.938529,331.921449,1,19,0.92
1,0,0.01,8,1,37,3.7e-05,2.92737,331.921449,1,19,0.92
1,0,0.01,8,1,38,3.6e-05,2.925537,331.921449,1,19,0.92
1,0,0.01,8,1,39,3.4e-05,2.875742,331.921449,1,19,0.92
1,0,0.01,8,1,40,3.3e-05,2.975463,331.921449,1,19,0.92
1,0,0.01,8,1,41,3.2e-05,2.981032,331.921449,1,19,0.92
1,0,0.01,8,1,42,3.2e-05,2.930649,331.921449,1,19,0.92
1,0,0.01,8,1,43,3.1e-05,2.895275,331.921449,1,19,0.92
1,0,0.01,8,1,44,3e-05,2.905208,331.921449,1,19,0.92
1,0,0.01,8,1,45,2.9e-05,2.947783,331.921449,1,19,0.92
1,0,0.01,8,1,46,2.8e-05,2.952908,331.921449,1,19,0.92
1,0,0.01,8,1,47,2.8e-05,3.01547,331.921449,1,19,0.92
1,0,0.01,8,1,48,2.7e-05,3.208436,331.921449,1,19,0.92
1,0,0.01,8,1,49,2.6e-05,3.228426,331.921449,1,19,0.92
1,0,0.01,8,1,50,2.6e-05,3.932018,331.921449,1,19,0.92
1,0,0.01,8,1,51,2.5e-05,3.617958,331.921449,1,19,0.92
1,0,0.01,8,1,52,2.5e-05,3.479529,331.921449,1,19,0.92
1,0,0.01,8,1,53,2.4e-05,3.063503,331.921449,1,19,0.92
1,0,0.01,8,1,54,2.4e-05,3.217908,331.921449,1,19,0.92
1,0,0.01,8,1,55,2.3e-05,4.598776,331.921449,1,19,0.92
1,0,0.01,8,1,56,2.3e-05,3.345163,331.921449,1,19,0.92
1,0,0.01,8,1,57,2.2e-05,4.040165,331.921449,1,19,0.92
1,0,0.01,8,1,58,2.2e-05,4.092897,331.921449,1,19,0.92
1,0,0.01,8,1,59,2.1e-05,3.168056,331.921449,1,19,0.92
1,0,0.01,8,1,60,2.1e-05,3.19989,331.921449,1,19,0.92
1,0,0.01,8,1,61,2.1e-05,2.906869,331.921449,1,19,0.92
1,0,0.01,8,1,62,2e-05,2.893712,331.921449,1,19,0.92
1,0,0.01,8,1,63,2e-05,4.063076,331.921449,1,19,0.92
1,0,0.01,8,1,64,2e-05,5.233389,331.921449,1,19,0.92
1,0,0.01,8,1,65,1.9e-05,3.321766,331.921449,1,19,0.92
1,0,0.01,8,1,66,1.9e-05,3.362346,331.921449,1,19,0.92
1,0,0.01,8,1,67,1.9e-05,3.87085,331.921449,1,19,0.92
1,0,0.01,8,1,68,1.8e-05,4.202865,331.921449,1,19,0.92
1,0,0.01,8,1,69,1.8e-05,3.973625,331.921449,1,19,0.92
1,0,0.01,8,1,70,1.8e-05,3.877387,331.921449,1,19,0.92
1,0,0.01,8,1,71,1.7e-05,4.043457,331.921449,1,19,0.92
1,0,0.01,8,1,72,1.7e-05,4.367152,331.921449,1,19,0.92
1,0,0.01,8,1,73,1.7e-05,4.013298,331.921449,1,19,0.92
1,0,0.01,8,1,74,1.7e-05,3.071859,331.921449,1,19,0.92
1,0,0.01,8,1,75,1.6e-05,3.031096,331.921449,1,19,0.92
1,0,0.01,8,1,76,1.6e-05,3.131642,331.921449,1,19,0.92
1,0,0.01,8,1,77,1.6e-05,3.222974,331.921449,1,19,0.92
1,0,0.01,8,1,78,1.6e-05,6.722013,331.921449,1,19,0.92
1,0,0.01,8,1,79,1.6e-05,2.976641,331.921449,1,19,0.92
1,0,0.01,8,1,80,1.5e-05,2.918287,331.921449,1,19,0.92
1,0,0.01,8,1,81,1.5e-05,3.1236,331.921449,1,19,0.92
1,0,0.01,8,1,82,1.5e-05,2.875955,331.921449,1,19,0.92
1,0,0.01,8,1,83,1.5e-05,2.980546,331.921449,1,19,0.92
1,0,0.01,8,1,84,1.5e-05,2.857709,331.921449,1,19,0.92
1,0,0.01,8,1,85,1.4e-05,3.190562,331.921449,1,19,0.92
1,0,0.01,8,1,86,1.4e-05,2.921091,331.921449,1,19,0.92
1,0,0.01,8,1,87,1.4e-05,2.91061,331.921449,1,19,0.92
1,0,0.01,8,1,88,1.4e-05,2.864474,331.921449,1,19,0.92
1,0,0.01,8,1,89,1.4e-05,2.885696,331.921449,1,19,0.92
1,0,0.01,8,1,90,1.4e-05,2.875166,331.921449,1,19,0.92
1,0,0.01,8,1,91,1.3e-05,2.9243,331.921449,1,19,0.92
1,0,0.01,8,1,92,1.3e-05,2.955373,331.921449,1,19,0.92
1,0,0.01,8,1,93,1.3e-05,2.925294,331.921449,1,19,0.92
1,0,0.01,8,1,94,1.3e-05,3.262625,331.921449,1,19,0.92
1,0,0.01,8,1,95,1.3e-05,3.105964,331.921449,1,19,0.92
1,0,0.01,8,1,96,1.3e-05,3.284053,331.921449,1,19,0.92
1,0,0.01,8,1,97,1.3e-05,3.170478,331.921449,1,19,0.92
1,0,0.01,8,1,98,1.2e-05,4.079852,331.921449,1,19,0.92
1,0,0.01,8,1,99,1.2e-05,4.471152,331.921449,1,19,0.92
1,0,0.01,8,1,100,1.2e-05,3.090795,331.921449,1,19,0.92
1,0,0.001,4,1,1,1.034748,1.512288,148.211035,1,15,0.94
1,0,0.001,4,1,2,0.415151,1.907424,148.211035,1,15,0.94
1,0,0.001,4,1,3,0.292044,1.463033,148.211035,1,15,0.94
1,0,0.001,4,1,4,0.224548,1.430011,148.211035,1,15,0.94
1,0,0.001,4,1,5,0.189449,1.223109,148.211035,1,15,0.94
1,0,0.001,4,1,6,0.144805,1.331365,148.211035,1,15,0.94
1,0,0.001,4,1,7,0.123062,1.158585,148.211035,1,15,0.94
1,0,0.001,4,1,8,0.080269,1.129592,148.211035,1,15,0.94
1,0,0.001,4,1,9,0.048139,1.143502,148.211035,1,15,0.94
1,0,0.001,4,1,10,0.053902,1.185103,148.211035,1,15,0.94
1,0,0.001,4,1,11,0.066105,1.300587,148.211035,1,15,0.94
1,0,0.001,4,1,12,0.062427,1.250739,148.211035,1,15,0.94
1,0,0.001,4,1,13,0.023336,1.15239,148.211035,1,15,0.94
1,0,0.001,4,1,14,0.011113,1.121568,148.211035,1,15,0.94
1,0,0.001,4,1,15,0.008036,1.145477,148.211035,1,15,0.94
1,0,0.001,4,1,16,0.005754,1.130064,148.211035,1,15,0.94
1,0,0.001,4,1,17,0.005241,1.209211,148.211035,1,15,0.94
1,0,0.001,4,1,18,0.003824,1.205644,148.211035,1,15,0.94
1,0,0.001,4,1,19,0.003508,1.150917,148.211035,1,15,0.94
1,0,0.001,4,1,20,0.003041,1.135526,148.211035,1,15,0.94
1,0,0.001,4,1,21,0.003025,1.180055,148.211035,1,15,0.94
1,0,0.001,4,1,22,0.002724,1.181971,148.211035,1,15,0.94
1,0,0.001,4,1,23,0.002512,1.167852,148.211035,1,15,0.94
1,0,0.001,4,1,24,0.002304,1.167788,148.211035,1,15,0.94
1,0,0.001,4,1,25,0.002107,1.143397,148.211035,1,15,0.94
1,0,0.001,4,1,26,0.00209,1.248813,148.211035,1,15,0.94
1,0,0.001,4,1,27,0.001954,1.266668,148.211035,1,15,0.94
1,0,0.001,4,1,28,0.001827,1.427753,148.211035,1,15,0.94
1,0,0.001,4,1,29,0.001753,1.548068,148.211035,1,15,0.94
1,0,0.001,4,1,30,0.001636,1.437708,148.211035,1,15,0.94
1,0,0.001,4,1,31,0.001581,1.687398,148.211035,1,15,0.94
1,0,0.001,4,1,32,0.001516,1.492206,148.211035,1,15,0.94
1,0,0.001,4,1,33,0.001474,1.324394,148.211035,1,15,0.94
1,0,0.001,4,1,34,0.001411,1.55176,148.211035,1,15,0.94
1,0,0.001,4,1,35,0.001352,1.202879,148.211035,1,15,0.94
1,0,0.001,4,1,36,0.001309,1.210004,148.211035,1,15,0.94
1,0,0.001,4,1,37,0.00126,1.151789,148.211035,1,15,0.94
1,0,0.001,4,1,38,0.001221,1.233897,148.211035,1,15,0.94
1,0,0.001,4,1,39,0.001164,1.322588,148.211035,1,15,0.94
1,0,0.001,4,1,40,0.001147,1.216347,148.211035,1,15,0.94
1,0,0.001,4,1,41,0.001102,1.252117,148.211035,1,15,0.94
1,0,0.001,4,1,42,0.001064,1.719224,148.211035,1,15,0.94
1,0,0.001,4,1,43,0.001025,1.690845,148.211035,1,15,0.94
1,0,0.001,4,1,44,0.001,1.354025,148.211035,1,15,0.94
1,0,0.001,4,1,45,0.000972,1.254424,148.211035,1,15,0.94
1,0,0.001,4,1,46,0.000936,1.239648,148.211035,1,15,0.94
1,0,0.001,4,1,47,0.000926,1.181149,148.211035,1,15,0.94
1,0,0.001,4,1,48,0.000901,1.231002,148.211035,1,15,0.94
1,0,0.001,4,1,49,0.000868,1.22582,148.211035,1,15,0.94
1,0,0.001,4,1,50,0.000863,1.231624,148.211035,1,15,0.94
1,0,0.001,4,1,51,0.000838,1.236331,148.211035,1,15,0.94
1,0,0.001,4,1,52,0.000815,1.19333,148.211035,1,15,0.94
1,0,0.001,4,1,53,0.000789,1.213428,148.211035,1,15,0.94
1,0,0.001,4,1,54,0.000773,1.24802,148.211035,1,15,0.94
1,0,0.001,4,1,55,0.000754,1.208267,148.211035,1,15,0.94
1,0,0.001,4,1,56,0.000742,1.18184,148.211035,1,15,0.94
1,0,0.001,4,1,57,0.000726,1.161732,148.211035,1,15,0.94
1,0,0.001,4,1,58,0.000714,1.15851,148.211035,1,15,0.94
1,0,0.001,4,1,59,0.000696,1.441781,148.211035,1,15,0.94
1,0,0.001,4,1,60,0.000684,1.499925,148.211035,1,15,0.94
1,0,0.001,4,1,61,0.000668,1.808477,148.211035,1,15,0.94
1,0,0.001,4,1,62,0.00065,1.460649,148.211035,1,15,0.94
1,0,0.001,4,1,63,0.000645,1.778766,148.211035,1,15,0.94
1,0,0.001,4,1,64,0.00063,2.644663,148.211035,1,15,0.94
1,0,0.001,4,1,65,0.00062,1.655502,148.211035,1,15,0.94
1,0,0.001,4,1,66,0.000601,1.800774,148.211035,1,15,0.94
1,0,0.001,4,1,67,0.000602,1.774255,148.211035,1,15,0.94
1,0,0.001,4,1,68,0.000591,1.681075,148.211035,1,15,0.94
1,0,0.001,4,1,69,0.000571,2.46007,148.211035,1,15,0.94
1,0,0.001,4,1,70,0.000571,1.918932,148.211035,1,15,0.94
1,0,0.001,4,1,71,0.000554,2.588732,148.211035,1,15,0.94
1,0,0.001,4,1,72,0.000546,2.848317,148.211035,1,15,0.94
1,0,0.001,4,1,73,0.000542,1.909809,148.211035,1,15,0.94
1,0,0.001,4,1,74,0.00053,2.07931,148.211035,1,15,0.94
1,0,0.001,4,1,75,0.000521,1.817315,148.211035,1,15,0.94
1,0,0.001,4,1,76,0.000511,2.580072,148.211035,1,15,0.94
1,0,0.001,4,1,77,0.000505,1.851249,148.211035,1,15,0.94
1,0,0.001,4,1,78,0.000497,1.84191,148.211035,1,15,0.94
1,0,0.001,4,1,79,0.000492,1.940853,148.211035,1,15,0.94
1,0,0.001,4,1,80,0.000479,1.997456,148.211035,1,15,0.94
1,0,0.001,4,1,81,0.000476,2.769428,148.211035,1,15,0.94
1,0,0.001,4,1,82,0.000467,1.915794,148.211035,1,15,0.94
1,0,0.001,4,1,83,0.000462,1.761613,148.211035,1,15,0.94
1,0,0.001,4,1,84,0.000453,2.392659,148.211035,1,15,0.94
1,0,0.001,4,1,85,0.000448,2.056562,148.211035,1,15,0.94
1,0,0.001,4,1,86,0.00044,1.687007,148.211035,1,15,0.94
1,0,0.001,4,1,87,0.000434,1.875208,148.211035,1,15,0.94
1,0,0.001,4,1,88,0.00043,1.802028,148.211035,1,15,0.94
1,0,0.001,4,1,89,0.000423,1.296018,148.211035,1,15,0.94
1,0,0.001,4,1,90,0.000418,1.128574,148.211035,1,15,0.94
1,0,0.001,4,1,91,0.000413,1.151953,148.211035,1,15,0.94
1,0,0.001,4,1,92,0.000406,1.152323,148.211035,1,15,0.94
1,0,0.001,4,1,93,0.000399,1.147651,148.211035,1,15,0.94
1,0,0.001,4,1,94,0.000396,1.154944,148.211035,1,15,0.94
1,0,0.001,4,1,95,0.000393,1.105796,148.211035,1,15,0.94
1,0,0.001,4,1,96,0.000387,1.187719,148.211035,1,15,0.94
1,0,0.001,4,1,97,0.000381,1.237802,148.211035,1,15,0.94
1,0,0.001,4,1,98,0.000376,1.138079,148.211035,1,15,0.94
1,0,0.001,4,1,99,0.000373,1.149127,148.211035,1,15,0.94
1,0,0.001,4,1,100,0.000369,1.142072,148.211035,1,15,0.94
1,0,0.001,8,1,1,0.957257,2.939547,339.371549,1,12,0.94
1,0,0.001,8,1,2,0.354132,2.931384,339.371549,1,12,0.94
1,0,0.001,8,1,3,0.219154,3.116856,339.371549,1,12,0.94
1,0,0.001,8,1,4,0.158557,3.057675,339.371549,1,12,0.94
1,0,0.001,8,1,5,0.149774,3.181816,339.371549,1,12,0.94
1,0,0.001,8,1,6,0.094434,3.506279,339.371549,1,12,0.94
1,0,0.001,8,1,7,0.051203,3.767382,339.371549,1,12,0.94
1,0,0.001,8,1,8,0.041071,4.163006,339.371549,1,12,0.94
1,0,0.001,8,1,9,0.022794,4.199987,339.371549,1,12,0.94
1,0,0.001,8,1,10,0.02442,3.594971,339.371549,1,12,0.94
1,0,0.001,8,1,11,0.013136,3.798666,339.371549,1,12,0.94
1,0,0.001,8,1,12,0.007273,4.92465,339.371549,1,12,0.94
1,0,0.001,8,1,13,0.005337,4.009487,339.371549,1,12,0.94
1,0,0.001,8,1,14,0.004456,3.581345,339.371549,1,12,0.94
1,0,0.001,8,1,15,0.004132,3.86047,339.371549,1,12,0.94
1,0,0.001,8,1,16,0.003612,3.927261,339.371549,1,12,0.94
1,0,0.001,8,1,17,0.003343,3.994518,339.371549,1,12,0.94
1,0,0.001,8,1,18,0.002936,3.110669,339.371549,1,12,0.94
1,0,0.001,8,1,19,0.002865,3.320683,339.371549,1,12,0.94
1,0,0.001,8,1,20,0.002578,3.493274,339.371549,1,12,0.94
1,0,0.001,8,1,21,0.002408,4.044937,339.371549,1,12,0.94
1,0,0.001,8,1,22,0.002267,3.698075,339.371549,1,12,0.94
1,0,0.001,8,1,23,0.002132,3.267828,339.371549,1,12,0.94
1,0,0.001,8,1,24,0.002019,3.299214,339.371549,1,12,0.94
1,0,0.001,8,1,25,0.001941,3.169826,339.371549,1,12,0.94
1,0,0.001,8,1,26,0.001796,3.301265,339.371549,1,12,0.94
1,0,0.001,8,1,27,0.001722,5.035077,339.371549,1,12,0.94
1,0,0.001,8,1,28,0.001604,4.002857,339.371549,1,12,0.94
1,0,0.001,8,1,29,0.001532,3.095648,339.371549,1,12,0.94
1,0,0.001,8,1,30,0.001466,3.27012,339.371549,1,12,0.94
1,0,0.001,8,1,31,0.001415,3.136685,339.371549,1,12,0.94
1,0,0.001,8,1,32,0.001333,3.023887,339.371549,1,12,0.94
1,0,0.001,8,1,33,0.001293,2.98209,339.371549,1,12,0.94
1,0,0.001,8,1,34,0.001234,2.926626,339.371549,1,12,0.94
1,0,0.001,8,1,35,0.001181,3.063646,339.371549,1,12,0.94
1,0,0.001,8,1,36,0.001154,3.111255,339.371549,1,12,0.94
1,0,0.001,8,1,37,0.001116,2.992223,339.371549,1,12,0.94
1,0,0.001,8,1,38,0.001075,3.570712,339.371549,1,12,0.94
1,0,0.001,8,1,39,0.001039,4.382073,339.371549,1,12,0.94
1,0,0.001,8,1,40,0.00101,3.524456,339.371549,1,12,0.94
1,0,0.001,8,1,41,0.000989,2.978596,339.371549,1,12,0.94
1,0,0.001,8,1,42,0.000955,3.115226,339.371549,1,12,0.94
