optimizer_type,norm_type,learning_rate,kernel_num,init_type,epoch,avg_loss,epoch_time,total_time,converged,convergence_epoch,accuracy
0,0,0.01,4,1,64,0.050095,1.741481,166.062849,1,74,0.95
0,0,0.01,4,1,65,0.083721,1.456775,166.062849,1,74,0.95
0,0,0.01,4,1,66,0.180946,1.444539,166.062849,1,74,0.95
0,0,0.01,4,1,67,0.1065,1.399107,166.062849,1,74,0.95
0,0,0.01,4,1,68,0.16207,1.448677,166.062849,1,74,0.95
0,0,0.01,4,1,69,0.068916,1.410939,166.062849,1,74,0.95
0,0,0.01,4,1,70,0.134636,1.47474,166.062849,1,74,0.95
0,0,0.01,4,1,71,0.0915,1.428341,166.062849,1,74,0.95
0,0,0.01,4,1,72,0.05491,1.813034,166.062849,1,74,0.95
0,0,0.01,4,1,73,0.040606,2.04902,166.062849,1,74,0.95
0,0,0.01,4,1,74,1e-06,1.627751,166.062849,1,74,0.95
0,0,0.01,4,1,75,0.00897,1.548801,166.062849,1,74,0.95
0,0,0.01,4,1,76,0.14032,1.611966,166.062849,1,74,0.95
0,0,0.01,4,1,77,0.097335,1.731686,166.062849,1,74,0.95
0,0,0.01,4,1,78,0.053863,1.653303,166.062849,1,74,0.95
0,0,0.01,4,1,79,0.001102,1.678117,166.062849,1,74,0.95
0,0,0.01,4,1,80,0.079923,1.602753,166.062849,1,74,0.95
0,0,0.01,4,1,81,0.050051,1.790867,166.062849,1,74,0.95
0,0,0.01,4,1,82,0.018311,1.797623,166.062849,1,74,0.95
0,0,0.01,4,1,83,0.095269,1.682454,166.062849,1,74,0.95
0,0,0.01,4,1,84,0.045772,1.889692,166.062849,1,74,0.95
0,0,0.01,4,1,85,0.087349,1.573769,166.062849,1,74,0.95
0,0,0.01,4,1,86,0.129776,1.528505,166.062849,1,74,0.95
0,0,0.01,4,1,87,0.006334,1.522937,166.062849,1,74,0.95
0,0,0.01,4,1,88,-0.0,1.566283,166.062849,1,74,0.95
0,0,0.01,4,1,89,-0.0,1.562117,166.062849,1,74,0.95
0,0,0.01,4,1,90,0.0,1.560347,166.062849,1,74,0.95
0,0,0.01,4,1,91,0.0,1.597893,166.062849,1,74,0.95
0,0,0.01,4,1,92,4e-06,1.684527,166.062849,1,74,0.95
0,0,0.01,4,1,93,0.062408,1.509889,166.062849,1,74,0.95
0,0,0.01,4,1,94,0.125268,1.709403,166.062849,1,74,0.95
0,0,0.01,4,1,95,0.091278,1.973867,166.062849,1,74,0.95
0,0,0.01,4,1,96,0.040362,1.919228,166.062849,1,74,0.95
0,0,0.01,4,1,97,0.107668,1.71856,166.062849,1,74,0.95
0,0,0.01,4,1,98,0.053179,1.935885,166.062849,1,74,0.95
0,0,0.01,4,1,99,0.076627,1.905208,166.062849,1,74,0.95
0,0,0.01,4,1,100,0.12776,2.048045,166.062849,1,74,0.95
0,0,0.01,8,1,1,0.916784,4.603418,398.179305,1,39,0.87
0,0,0.01,8,1,2,0.409816,4.553253,398.179305,1,39,0.87
0,0,0.01,8,1,3,0.297414,4.049574,398.179305,1,39,0.87
0,0,0.01,8,1,4,0.240094,4.077979,398.179305,1,39,0.87
0,0,0.01,8,1,5,0.201881,4.062206,398.179305,1,39,0.87
0,0,0.01,8,1,6,0.153056,3.766268,398.179305,1,39,0.87
0,0,0.01,8,1,7,0.128341,3.633325,398.179305,1,39,0.87
0,0,0.01,8,1,8,0.112446,3.674139,398.179305,1,39,0.87
0,0,0.01,8,1,9,0.087829,3.938334,398.179305,1,39,0.87
0,0,0.01,8,1,10,0.075422,3.735035,398.179305,1,39,0.87
0,0,0.01,8,1,11,0.070073,3.732146,398.179305,1,39,0.87
0,0,0.01,8,1,12,0.098016,4.104113,398.179305,1,39,0.87
0,0,0.01,8,1,13,0.094858,4.063684,398.179305,1,39,0.87
0,0,0.01,8,1,14,0.124083,4.558131,398.179305,1,39,0.87
0,0,0.01,8,1,15,0.09562,3.787072,398.179305,1,39,0.87
0,0,0.01,8,1,16,0.24706,4.03895,398.179305,1,39,0.87
0,0,0.01,8,1,17,0.168303,4.068707,398.179305,1,39,0.87
0,0,0.01,8,1,18,0.02166,4.367597,398.179305,1,39,0.87
0,0,0.01,8,1,19,0.043281,4.328115,398.179305,1,39,0.87
0,0,0.01,8,1,20,0.04062,4.437178,398.179305,1,39,0.87
0,0,0.01,8,1,21,0.062194,4.250163,398.179305,1,39,0.87
0,0,0.01,8,1,22,0.02251,4.327061,398.179305,1,39,0.87
0,0,0.01,8,1,23,0.079586,4.246081,398.179305,1,39,0.87
0,0,0.01,8,1,24,0.098007,4.281991,398.179305,1,39,0.87
0,0,0.01,8,1,25,0.070013,4.23504,398.179305,1,39,0.87
0,0,0.01,8,1,26,0.079354,4.097042,398.179305,1,39,0.87
0,0,0.01,8,1,27,0.039631,4.05626,398.179305,1,39,0.87
0,0,0.01,8,1,28,0.012268,3.792043,398.179305,1,39,0.87
0,0,0.01,8,1,29,0.025806,3.982468,398.179305,1,39,0.87
0,0,0.01,8,1,30,0.026393,3.812155,398.179305,1,39,0.87
0,0,0.01,8,1,31,0.051505,3.719682,398.179305,1,39,0.87
0,0,0.01,8,1,32,0.018618,3.745298,398.179305,1,39,0.87
0,0,0.01,8,1,33,0.058834,3.885448,398.179305,1,39,0.87
0,0,0.01,8,1,34,0.025254,3.850253,398.179305,1,39,0.87
0,0,0.01,8,1,35,0.040704,3.953634,398.179305,1,39,0.87
0,0,0.01,8,1,36,0.021245,3.934607,398.179305,1,39,0.87
0,0,0.01,8,1,37,0.02766,4.738697,398.179305,1,39,0.87
0,0,0.01,8,1,38,0.035806,4.549161,398.179305,1,39,0.87
0,0,0.01,8,1,39,0.008311,4.349581,398.179305,1,39,0.87
0,0,0.01,8,1,40,0.001605,3.844788,398.179305,1,39,0.87
0,0,0.01,8,1,41,0.041715,3.737091,398.179305,1,39,0.87
0,0,0.01,8,1,42,0.033791,3.797707,398.179305,1,39,0.87
0,0,0.01,8,1,43,0.074511,3.750801,398.179305,1,39,0.87
0,0,0.01,8,1,44,0.034725,3.582297,398.179305,1,39,0.87
0,0,0.01,8,1,45,0.011343,3.625651,398.179305,1,39,0.87
0,0,0.01,8,1,46,0.011224,3.550587,398.179305,1,39,0.87
0,0,0.01,8,1,47,0.001028,3.562355,398.179305,1,39,0.87
0,0,0.01,8,1,48,0.017728,3.654807,398.179305,1,39,0.87
0,0,0.01,8,1,49,0.023022,3.731536,398.179305,1,39,0.87
0,0,0.01,8,1,50,0.020771,3.712897,398.179305,1,39,0.87
0,0,0.01,8,1,51,0.020839,3.821494,398.179305,1,39,0.87
0,0,0.01,8,1,52,0.057734,4.381501,398.179305,1,39,0.87
0,0,0.01,8,1,53,0.020225,4.022189,398.179305,1,39,0.87
0,0,0.01,8,1,54,0.000719,3.941732,398.179305,1,39,0.87
0,0,0.01,8,1,55,0.037203,4.027943,398.179305,1,39,0.87
0,0,0.01,8,1,56,8.6e-05,4.213394,398.179305,1,39,0.87
0,0,0.01,8,1,57,7e-06,4.233927,398.179305,1,39,0.87
0,0,0.01,8,1,58,0.048702,4.949019,398.179305,1,39,0.87
0,0,0.01,8,1,59,0.010113,3.917297,398.179305,1,39,0.87
0,0,0.01,8,1,60,0.00017,4.063515,398.179305,1,39,0.87
0,0,0.01,8,1,61,0.011132,3.818844,398.179305,1,39,0.87
0,0,0.01,8,1,62,0.026717,5.057805,398.179305,1,39,0.87
0,0,0.01,8,1,63,0.017111,4.069064,398.179305,1,39,0.87
0,0,0.01,8,1,64,0.00469,3.59752,398.179305,1,39,0.87
0,0,0.01,8,1,65,0.000128,3.75416,398.179305,1,39,0.87
0,0,0.01,8,1,66,1e-05,3.967182,398.179305,1,39,0.87
0,0,0.01,8,1,67,0.00836,3.885662,398.179305,1,39,0.87
0,0,0.01,8,1,68,0.057303,7.694625,398.179305,1,39,0.87
0,0,0.01,8,1,69,0.016278,3.789886,398.179305,1,39,0.87
0,0,0.01,8,1,70,0.019471,3.607262,398.179305,1,39,0.87
0,0,0.01,8,1,71,0.000504,4.149172,398.179305,1,39,0.87
0,0,0.01,8,1,72,0.01436,4.794789,398.179305,1,39,0.87
0,0,0.01,8,1,73,3.2e-05,3.766678,398.179305,1,39,0.87
0,0,0.01,8,1,74,1e-06,4.083098,398.179305,1,39,0.87
0,0,0.01,8,1,75,0.0,4.937538,398.179305,1,39,0.87
0,0,0.01,8,1,76,-0.0,3.897366,398.179305,1,39,0.87
0,0,0.01,8,1,77,-0.0,3.603315,398.179305,1,39,0.87
0,0,0.01,8,1,78,-0.0,3.532703,398.179305,1,39,0.87
0,0,0.01,8,1,79,-0.0,3.495615,398.179305,1,39,0.87
0,0,0.01,8,1,80,-0.0,4.060928,398.179305,1,39,0.87
0,0,0.01,8,1,81,-0.0,3.580422,398.179305,1,39,0.87
0,0,0.01,8,1,82,-0.0,3.482228,398.179305,1,39,0.87
0,0,0.01,8,1,83,-0.0,3.581699,398.179305,1,39,0.87
0,0,0.01,8,1,84,-0.0,3.508048,398.179305,1,39,0.87
0,0,0.01,8,1,85,-0.0,3.522091,398.179305,1,39,0.87
0,0,0.01,8,1,86,-0.0,3.478055,398.179305,1,39,0.87
0,0,0.01,8,1,87,-0.0,3.533217,398.179305,1,39,0.87
0,0,0.01,8,1,88,-0.0,3.679439,398.179305,1,39,0.87
0,0,0.01,8,1,89,-0.0,3.576898,398.179305,1,39,0.87
0,0,0.01,8,1,90,-0.0,3.636206,398.179305,1,39,0.87
0,0,0.01,8,1,91,-0.0,3.560336,398.179305,1,39,0.87
0,0,0.01,8,1,92,-0.0,3.659747,398.179305,1,39,0.87
0,0,0.01,8,1,93,-0.0,3.514338,398.179305,1,39,0.87
0,0,0.01,8,1,94,-0.0,3.648953,398.179305,1,39,0.87
0,0,0.01,8,1,95,-0.0,3.529954,398.179305,1,39,0.87
0,0,0.01,8,1,96,-0.0,3.62476,398.179305,1,39,0.87
0,0,0.01,8,1,97,-0.0,3.987873,398.179305,1,39,0.87
0,0,0.01,8,1,98,-0.0,4.101458,398.179305,1,39,0.87
0,0,0.01,8,1,99,-0.0,3.921065,398.179305,1,39,0.87
0,0,0.01,8,1,100,-0.0,3.786335,398.179305,1,39,0.87
0,0,0.001,4,1,1,1.535137,1.567242,170.128551,1,19,0.91
0,0,0.001,4,1,2,0.589239,1.34913,170.128551,1,19,0.91
0,0,0.001,4,1,3,0.361709,1.392707,170.128551,1,19,0.91
0,0,0.001,4,1,4,0.274698,1.389664,170.128551,1,19,0.91
0,0,0.001,4,1,5,0.197812,1.408315,170.128551,1,19,0.91
0,0,0.001,4,1,6,0.163986,1.376208,170.128551,1,19,0.91
0,0,0.001,4,1,7,0.146122,1.335075,170.128551,1,19,0.91
0,0,0.001,4,1,8,0.089741,1.389707,170.128551,1,19,0.91
0,0,0.001,4,1,9,0.084142,1.394695,170.128551,1,19,0.91
0,0,0.001,4,1,10,0.060527,1.409155,170.128551,1,19,0.91
0,0,0.001,4,1,11,0.046553,1.361161,170.128551,1,19,0.91
0,0,0.001,4,1,12,0.044902,1.351947,170.128551,1,19,0.91
0,0,0.001,4,1,13,0.03381,1.359471,170.128551,1,19,0.91
0,0,0.001,4,1,14,0.029832,1.366134,170.128551,1,19,0.91
0,0,0.001,4,1,15,0.025409,1.31236,170.128551,1,19,0.91
0,0,0.001,4,1,16,0.017157,1.387787,170.128551,1,19,0.91
0,0,0.001,4,1,17,0.016262,1.36751,170.128551,1,19,0.91
0,0,0.001,4,1,18,0.022825,1.333098,170.128551,1,19,0.91
0,0,0.001,4,1,19,0.009256,1.344769,170.128551,1,19,0.91
0,0,0.001,4,1,20,0.004443,1.323216,170.128551,1,19,0.91
0,0,0.001,4,1,21,0.01812,1.363657,170.128551,1,19,0.91
0,0,0.001,4,1,22,0.010828,1.377182,170.128551,1,19,0.91
0,0,0.001,4,1,23,0.004182,1.460183,170.128551,1,19,0.91
0,0,0.001,4,1,24,0.002194,1.486309,170.128551,1,19,0.91
0,0,0.001,4,1,25,0.001651,1.50642,170.128551,1,19,0.91
0,0,0.001,4,1,26,0.037209,1.476443,170.128551,1,19,0.91
0,0,0.001,4,1,27,0.001792,1.470039,170.128551,1,19,0.91
0,0,0.001,4,1,28,0.000833,1.356161,170.128551,1,19,0.91
0,0,0.001,4,1,29,0.013986,1.368492,170.128551,1,19,0.91
0,0,0.001,4,1,30,0.003185,1.377303,170.128551,1,19,0.91
0,0,0.001,4,1,31,0.000621,1.388602,170.128551,1,19,0.91
0,0,0.001,4,1,32,0.007113,1.331483,170.128551,1,19,0.91
0,0,0.001,4,1,33,0.014954,1.366813,170.128551,1,19,0.91
0,0,0.001,4,1,34,0.016281,1.39905,170.128551,1,19,0.91
0,0,0.001,4,1,35,0.001109,1.353271,170.128551,1,19,0.91
0,0,0.001,4,1,36,0.006153,1.419383,170.128551,1,19,0.91
0,0,0.001,4,1,37,0.00045,1.374686,170.128551,1,19,0.91
0,0,0.001,4,1,38,0.000304,1.357414,170.128551,1,19,0.91
0,0,0.001,4,1,39,0.00029,1.366419,170.128551,1,19,0.91
0,0,0.001,4,1,40,0.000218,1.384256,170.128551,1,19,0.91
0,0,0.001,4,1,41,0.009,1.415828,170.128551,1,19,0.91
0,0,0.001,4,1,42,0.029848,1.378749,170.128551,1,19,0.91
0,0,0.001,4,1,43,0.001272,1.4023,170.128551,1,19,0.91
0,0,0.001,4,1,44,0.000135,1.584886,170.128551,1,19,0.91
0,0,0.001,4,1,45,0.000153,1.446718,170.128551,1,19,0.91
0,0,0.001,4,1,46,0.000136,1.369766,170.128551,1,19,0.91
0,0,0.001,4,1,47,0.025384,1.36874,170.128551,1,19,0.91
0,0,0.001,4,1,48,0.000367,1.379021,170.128551,1,19,0.91
0,0,0.001,4,1,49,0.000365,1.418853,170.128551,1,19,0.91
0,0,0.001,4,1,50,0.000155,1.357095,170.128551,1,19,0.91
0,0,0.001,4,1,51,0.002057,1.387094,170.128551,1,19,0.91
0,0,0.001,4,1,52,0.013782,1.364669,170.128551,1,19,0.91
0,0,0.001,4,1,53,0.000112,1.335714,170.128551,1,19,0.91
0,0,0.001,4,1,54,5.3e-05,1.438247,170.128551,1,19,0.91
0,0,0.001,4,1,55,9.8e-05,1.771476,170.128551,1,19,0.91
0,0,0.001,4,1,56,4.1e-05,1.477297,170.128551,1,19,0.91
0,0,0.001,4,1,57,5.3e-05,1.521616,170.128551,1,19,0.91
0,0,0.001,4,1,58,3.1e-05,1.596112,170.128551,1,19,0.91
0,0,0.001,4,1,59,0.006031,1.483381,170.128551,1,19,0.91
0,0,0.001,4,1,60,0.026084,1.785318,170.128551,1,19,0.91
0,0,0.001,4,1,61,5.1e-05,2.395518,170.128551,1,19,0.91
0,0,0.001,4,1,62,3.1e-05,2.100008,170.128551,1,19,0.91
0,0,0.001,4,1,63,3.5e-05,5.189488,170.128551,1,19,0.91
0,0,0.001,4,1,64,4.9e-05,16.317083,170.128551,1,19,0.91
0,0,0.001,4,1,65,0.031401,2.77833,170.128551,1,19,0.91
0,0,0.001,4,1,66,0.00012,1.760478,170.128551,1,19,0.91
0,0,0.001,4,1,67,8.1e-05,1.499305,170.128551,1,19,0.91
0,0,0.001,4,1,68,3.2e-05,1.525321,170.128551,1,19,0.91
0,0,0.001,4,1,69,2.1e-05,2.24192,170.128551,1,19,0.91
0,0,0.001,4,1,70,0.018737,2.055222,170.128551,1,19,0.91
0,0,0.001,4,1,71,0.00023,1.747875,170.128551,1,19,0.91
0,0,0.001,4,1,72,7.7e-05,1.455683,170.128551,1,19,0.91
0,0,0.001,4,1,73,0.00966,1.451633,170.128551,1,19,0.91
0,0,0.001,4,1,74,0.037713,1.467848,170.128551,1,19,0.91
0,0,0.001,4,1,75,0.00043,1.495107,170.128551,1,19,0.91
0,0,0.001,4,1,76,2.2e-05,1.514412,170.128551,1,19,0.91
0,0,0.001,4,1,77,1.6e-05,1.482154,170.128551,1,19,0.91
0,0,0.001,4,1,78,1.6e-05,1.456946,170.128551,1,19,0.91
0,0,0.001,4,1,79,1.3e-05,1.419162,170.128551,1,19,0.91
0,0,0.001,4,1,80,1.1e-05,1.374466,170.128551,1,19,0.91
0,0,0.001,4,1,81,6e-06,1.478241,170.128551,1,19,0.91
0,0,0.001,4,1,82,0.004733,1.42813,170.128551,1,19,0.91
0,0,0.001,4,1,83,0.020974,1.466629,170.128551,1,19,0.91
0,0,0.001,4,1,84,0.014778,1.417713,170.128551,1,19,0.91
0,0,0.001,4,1,85,5.2e-05,1.49091,170.128551,1,19,0.91
0,0,0.001,4,1,86,8e-06,1.415429,170.128551,1,19,0.91
0,0,0.001,4,1,87,1.4e-05,1.652521,170.128551,1,19,0.91
0,0,0.001,4,1,88,1.9e-05,1.408726,170.128551,1,19,0.91
0,0,0.001,4,1,89,8e-06,1.697309,170.128551,1,19,0.91
0,0,0.001,4,1,90,3e-06,1.723426,170.128551,1,19,0.91
0,0,0.001,4,1,91,3e-06,1.926019,170.128551,1,19,0.91
0,0,0.001,4,1,92,3e-06,1.835328,170.128551,1,19,0.91
0,0,0.001,4,1,93,0.082058,1.810804,170.128551,1,19,0.91
0,0,0.001,4,1,94,0.016137,2.009638,170.128551,1,19,0.91
0,0,0.001,4,1,95,0.000189,1.626012,170.128551,1,19,0.91
0,0,0.001,4,1,96,1.6e-05,1.679481,170.128551,1,19,0.91
0,0,0.001,4,1,97,1e-05,1.612424,170.128551,1,19,0.91
0,0,0.001,4,1,98,3.6e-05,1.542104,170.128551,1,19,0.91
0,0,0.001,4,1,99,0.010088,1.518106,170.128551,1,19,0.91
0,0,0.001,4,1,100,0.040895,1.60747,170.128551,1,19,0.91
0,0,0.001,8,1,1,0.981413,3.832675,408.33949,1,16,0.88
0,0,0.001,8,1,2,0.358381,3.757609,408.33949,1,16,0.88
0,0,0.001,8,1,3,0.22393,3.984742,408.33949,1,16,0.88
0,0,0.001,8,1,4,0.149832,3.657727,408.33949,1,16,0.88
0,0,0.001,8,1,5,0.099002,3.79571,408.33949,1,16,0.88
0,0,0.001,8,1,6,0.086236,3.51051,408.33949,1,16,0.88
0,0,0.001,8,1,7,0.067791,3.595048,408.33949,1,16,0.88
0,0,0.001,8,1,8,0.066584,3.860629,408.33949,1,16,0.88
0,0,0.001,8,1,9,0.053648,3.728014,408.33949,1,16,0.88
0,0,0.001,8,1,10,0.025188,3.841786,408.33949,1,16,0.88
0,0,0.001,8,1,11,0.025967,3.680909,408.33949,1,16,0.88
0,0,0.001,8,1,12,0.013501,3.496534,408.33949,1,16,0.88
0,0,0.001,8,1,13,0.0307,3.474277,408.33949,1,16,0.88
0,0,0.001,8,1,14,0.031061,3.500046,408.33949,1,16,0.88
0,0,0.001,8,1,15,0.016295,3.575992,408.33949,1,16,0.88
0,0,0.001,8,1,16,0.005549,3.72262,408.33949,1,16,0.88
0,0,0.001,8,1,17,0.005542,3.685415,408.33949,1,16,0.88
0,0,0.001,8,1,18,0.047412,3.740721,408.33949,1,16,0.88
0,0,0.001,8,1,19,0.003581,3.888788,408.33949,1,16,0.88
0,0,0.001,8,1,20,0.00296,3.847546,408.33949,1,16,0.88
0,0,0.001,8,1,21,0.005088,3.830599,408.33949,1,16,0.88
0,0,0.001,8,1,22,0.027282,3.757458,408.33949,1,16,0.88
0,0,0.001,8,1,23,0.011326,3.981977,408.33949,1,16,0.88
0,0,0.001,8,1,24,0.022043,3.837486,408.33949,1,16,0.88
0,0,0.001,8,1,25,0.012901,3.486252,408.33949,1,16,0.88
0,0,0.001,8,1,26,0.01208,3.507956,408.33949,1,16,0.88
0,0,0.001,8,1,27,0.014901,3.490817,408.33949,1,16,0.88
0,0,0.001,8,1,28,0.002065,3.508001,408.33949,1,16,0.88
0,0,0.001,8,1,29,0.001615,3.445512,408.33949,1,16,0.88
0,0,0.001,8,1,30,0.000487,3.507332,408.33949,1,16,0.88
0,0,0.001,8,1,31,0.000242,3.526628,408.33949,1,16,0.88
0,0,0.001,8,1,32,0.000102,3.554191,408.33949,1,16,0.88
0,0,0.001,8,1,33,0.014991,3.501877,408.33949,1,16,0.88
0,0,0.001,8,1,34,0.018409,3.464263,408.33949,1,16,0.88
0,0,0.001,8,1,35,0.000218,3.553658,408.33949,1,16,0.88
0,0,0.001,8,1,36,0.000119,3.572005,408.33949,1,16,0.88
0,0,0.001,8,1,37,0.000189,3.56763,408.33949,1,16,0.88
0,0,0.001,8,1,38,0.021823,3.588007,408.33949,1,16,0.88
0,0,0.001,8,1,39,0.034567,4.573814,408.33949,1,16,0.88
0,0,0.001,8,1,40,0.009636,3.670937,408.33949,1,16,0.88
0,0,0.001,8,1,41,0.001305,3.594858,408.33949,1,16,0.88
0,0,0.001,8,1,42,0.008533,3.615309,408.33949,1,16,0.88
0,0,0.001,8,1,43,7e-05,3.946731,408.33949,1,16,0.88
0,0,0.001,8,1,44,2.9e-05,3.588765,408.33949,1,16,0.88
0,0,0.001,8,1,45,3.3e-05,3.699326,408.33949,1,16,0.88
0,0,0.001,8,1,46,0.027498,3.562936,408.33949,1,16,0.88
0,0,0.001,8,1,47,0.019288,3.740424,408.33949,1,16,0.88
0,0,0.001,8,1,48,0.014385,4.373269,408.33949,1,16,0.88
0,0,0.001,8,1,49,8.9e-05,4.417782,408.33949,1,16,0.88
0,0,0.001,8,1,50,2.1e-05,4.180195,408.33949,1,16,0.88
0,0,0.001,8,1,51,1.8e-05,4.261928,408.33949,1,16,0.88
0,0,0.001,8,1,52,1.8e-05,4.717185,408.33949,1,16,0.88
0,0,0.001,8,1,53,5e-06,3.813929,408.33949,1,16,0.88
0,0,0.001,8,1,54,0.047303,3.751653,408.33949,1,16,0.88
0,0,0.001,8,1,55,0.000647,3.761585,408.33949,1,16,0.88
0,0,0.001,8,1,56,0.005547,4.538804,408.33949,1,16,0.88
0,0,0.001,8,1,57,0.000129,3.944093,408.33949,1,16,0.88
0,0,0.001,8,1,58,0.009715,3.862392,408.33949,1,16,0.88
0,0,0.001,8,1,59,0.035973,3.905951,408.33949,1,16,0.88
0,0,0.001,8,1,60,0.004954,4.427385,408.33949,1,16,0.88
0,0,0.001,8,1,61,3.1e-05,3.763828,408.33949,1,16,0.88
0,0,0.001,8,1,62,2.9e-05,4.343343,408.33949,1,16,0.88
0,0,0.001,8,1,63,1.1e-05,4.027864,408.33949,1,16,0.88
0,0,0.001,8,1,64,5e-06,4.15211,408.33949,1,16,0.88
0,0,0.001,8,1,65,0.009219,3.878779,408.33949,1,16,0.88
0,0,0.001,8,1,66,0.031552,4.952572,408.33949,1,16,0.88
0,0,0.001,8,1,67,0.01475,5.211653,408.33949,1,16,0.88
0,0,0.001,8,1,68,8.2e-05,4.709255,408.33949,1,16,0.88
0,0,0.001,8,1,69,0.005406,4.93531,408.33949,1,16,0.88
0,0,0.001,8,1,70,0.001594,5.075024,408.33949,1,16,0.88
0,0,0.001,8,1,71,1.6e-05,6.165982,408.33949,1,16,0.88
0,0,0.001,8,1,72,0.004091,4.882748,408.33949,1,16,0.88
0,0,0.001,8,1,73,0.000311,4.450296,408.33949,1,16,0.88
