norm_type,learning_rate,kernel_num,init_type,epoch,avg_loss,epoch_time,total_time,converged,convergence_epoch,accuracy
0,0.001000,1,0,1,2.301577,0.260061,27.211683,0,-1,0.140000
0,0.001000,1,0,2,2.298391,0.255211,27.211683,0,-1,0.140000
0,0.001000,1,0,3,2.296885,0.251095,27.211683,0,-1,0.140000
0,0.001000,1,0,4,2.296049,0.254766,27.211683,0,-1,0.140000
0,0.001000,1,0,5,2.295614,0.254155,27.211683,0,-1,0.140000
0,0.001000,1,0,6,2.295496,0.254713,27.211683,0,-1,0.140000
0,0.001000,1,0,7,2.295337,0.261427,27.211683,0,-1,0.140000
0,0.001000,1,0,8,2.295287,0.259419,27.211683,0,-1,0.140000
0,0.001000,1,0,9,2.295201,0.265226,27.211683,0,-1,0.140000
0,0.001000,1,0,10,2.295525,0.296156,27.211683,0,-1,0.140000
0,0.001000,1,0,11,2.295166,0.277367,27.211683,0,-1,0.140000
0,0.001000,1,0,12,2.295212,0.265158,27.211683,0,-1,0.140000
0,0.001000,1,0,13,2.295176,0.258038,27.211683,0,-1,0.140000
0,0.001000,1,0,14,2.295161,0.267358,27.211683,0,-1,0.140000
0,0.001000,1,0,15,2.296219,0.268147,27.211683,0,-1,0.140000
0,0.001000,1,0,16,2.295156,0.256013,27.211683,0,-1,0.140000
0,0.001000,1,0,17,2.295186,0.287062,27.211683,0,-1,0.140000
0,0.001000,1,0,18,2.295183,0.273606,27.211683,0,-1,0.140000
0,0.001000,1,0,19,2.295083,0.265624,27.211683,0,-1,0.140000
0,0.001000,1,0,20,2.295385,0.257011,27.211683,0,-1,0.140000
0,0.001000,1,0,21,2.295147,0.260819,27.211683,0,-1,0.140000
0,0.001000,1,0,22,2.295094,0.251579,27.211683,0,-1,0.140000
0,0.001000,1,0,23,2.295125,0.267259,27.211683,0,-1,0.140000
0,0.001000,1,0,24,2.295146,0.272788,27.211683,0,-1,0.140000
0,0.001000,1,0,25,2.295179,0.269645,27.211683,0,-1,0.140000
0,0.001000,1,0,26,2.295049,0.256845,27.211683,0,-1,0.140000
0,0.001000,1,0,27,2.295058,0.268087,27.211683,0,-1,0.140000
0,0.001000,1,0,28,2.295129,0.259246,27.211683,0,-1,0.140000
0,0.001000,1,0,29,2.295102,0.275493,27.211683,0,-1,0.140000
0,0.001000,1,0,30,2.295323,0.256565,27.211683,0,-1,0.140000
0,0.001000,1,0,31,2.295202,0.314551,27.211683,0,-1,0.140000
0,0.001000,1,0,32,2.295238,0.273318,27.211683,0,-1,0.140000
0,0.001000,1,0,33,2.295115,0.332991,27.211683,0,-1,0.140000
0,0.001000,1,0,34,2.295074,0.273234,27.211683,0,-1,0.140000
0,0.001000,1,0,35,2.295203,0.274732,27.211683,0,-1,0.140000
0,0.001000,1,0,36,2.295207,0.271825,27.211683,0,-1,0.140000
0,0.001000,1,0,37,2.295210,0.256892,27.211683,0,-1,0.140000
0,0.001000,1,0,38,2.296172,0.254957,27.211683,0,-1,0.140000
0,0.001000,1,0,39,2.295190,0.256146,27.211683,0,-1,0.140000
0,0.001000,1,0,40,2.295104,0.262391,27.211683,0,-1,0.140000
0,0.001000,1,0,41,2.295263,0.257095,27.211683,0,-1,0.140000
0,0.001000,1,0,42,2.295149,0.257571,27.211683,0,-1,0.140000
0,0.001000,1,0,43,2.295078,0.256202,27.211683,0,-1,0.140000
0,0.001000,1,0,44,2.295155,0.256621,27.211683,0,-1,0.140000
0,0.001000,1,0,45,2.295173,0.296231,27.211683,0,-1,0.140000
0,0.001000,1,0,46,2.295179,0.259267,27.211683,0,-1,0.140000
0,0.001000,1,0,47,2.295138,0.261564,27.211683,0,-1,0.140000
0,0.001000,1,0,48,2.295084,0.265259,27.211683,0,-1,0.140000
0,0.001000,1,0,49,2.295195,0.260498,27.211683,0,-1,0.140000
0,0.001000,1,0,50,2.295980,0.258325,27.211683,0,-1,0.140000
0,0.001000,1,0,51,2.295097,0.270931,27.211683,0,-1,0.140000
0,0.001000,1,0,52,2.295198,0.275002,27.211683,0,-1,0.140000
0,0.001000,1,0,53,2.295133,0.269024,27.211683,0,-1,0.140000
0,0.001000,1,0,54,2.295237,0.271243,27.211683,0,-1,0.140000
0,0.001000,1,0,55,2.295158,0.264097,27.211683,0,-1,0.140000
0,0.001000,1,0,56,2.295659,0.263126,27.211683,0,-1,0.140000
0,0.001000,1,0,57,2.295152,0.258433,27.211683,0,-1,0.140000
0,0.001000,1,0,58,2.295248,0.263186,27.211683,0,-1,0.140000
0,0.001000,1,0,59,2.295118,0.262959,27.211683,0,-1,0.140000
0,0.001000,1,0,60,2.295038,0.276187,27.211683,0,-1,0.140000
0,0.001000,1,0,61,2.295159,0.262721,27.211683,0,-1,0.140000
0,0.001000,1,0,62,2.295175,0.268950,27.211683,0,-1,0.140000
0,0.001000,1,0,63,2.295096,0.271480,27.211683,0,-1,0.140000
0,0.001000,1,0,64,2.295108,0.268216,27.211683,0,-1,0.140000
0,0.001000,1,0,65,2.295770,0.271854,27.211683,0,-1,0.140000
0,0.001000,1,0,66,2.295241,0.263089,27.211683,0,-1,0.140000
0,0.001000,1,0,67,2.295168,0.260406,27.211683,0,-1,0.140000
0,0.001000,1,0,68,2.295165,0.263585,27.211683,0,-1,0.140000
0,0.001000,1,0,69,2.295275,0.307447,27.211683,0,-1,0.140000
0,0.001000,1,0,70,2.295139,0.292270,27.211683,0,-1,0.140000
0,0.001000,1,0,71,2.295076,0.284216,27.211683,0,-1,0.140000
0,0.001000,1,0,72,2.295244,0.293673,27.211683,0,-1,0.140000
0,0.001000,1,0,73,2.295820,0.264361,27.211683,0,-1,0.140000
0,0.001000,1,0,74,2.295208,0.263598,27.211683,0,-1,0.140000
0,0.001000,1,0,75,2.295180,0.276855,27.211683,0,-1,0.140000
0,0.001000,1,0,76,2.295220,0.269579,27.211683,0,-1,0.140000
0,0.001000,1,0,77,2.295105,0.278895,27.211683,0,-1,0.140000
0,0.001000,1,0,78,2.295115,0.265329,27.211683,0,-1,0.140000
0,0.001000,1,0,79,2.295123,0.272027,27.211683,0,-1,0.140000
0,0.001000,1,0,80,2.295423,0.267284,27.211683,0,-1,0.140000
0,0.001000,1,0,81,2.295218,0.327653,27.211683,0,-1,0.140000
0,0.001000,1,0,82,2.295190,0.290908,27.211683,0,-1,0.140000
0,0.001000,1,0,83,2.295060,0.278095,27.211683,0,-1,0.140000
0,0.001000,1,0,84,2.295201,0.264867,27.211683,0,-1,0.140000
0,0.001000,1,0,85,2.295250,0.281504,27.211683,0,-1,0.140000
0,0.001000,1,0,86,2.295171,0.280746,27.211683,0,-1,0.140000
0,0.001000,1,0,87,2.295118,0.279814,27.211683,0,-1,0.140000
0,0.001000,1,0,88,2.296192,0.281126,27.211683,0,-1,0.140000
0,0.001000,1,0,89,2.295152,0.275493,27.211683,0,-1,0.140000
0,0.001000,1,0,90,2.295210,0.267926,27.211683,0,-1,0.140000
0,0.001000,1,0,91,2.295160,0.276354,27.211683,0,-1,0.140000
0,0.001000,1,0,92,2.295107,0.284333,27.211683,0,-1,0.140000
0,0.001000,1,0,93,2.295151,0.273493,27.211683,0,-1,0.140000
0,0.001000,1,0,94,2.297668,0.261729,27.211683,0,-1,0.140000
0,0.001000,1,0,95,2.295084,0.272514,27.211683,0,-1,0.140000
0,0.001000,1,0,96,2.295148,0.274012,27.211683,0,-1,0.140000
0,0.001000,1,0,97,2.295163,0.266351,27.211683,0,-1,0.140000
0,0.001000,1,0,98,2.295186,0.266769,27.211683,0,-1,0.140000
0,0.001000,1,0,99,2.295198,0.277191,27.211683,0,-1,0.140000
0,0.001000,1,0,100,2.295129,0.277650,27.211683,0,-1,0.140000
0,0.001000,1,1,1,2.066534,0.294656,30.586000,0,-1,0.760000
0,0.001000,1,1,2,1.250144,0.294604,30.586000,0,-1,0.760000
0,0.001000,1,1,3,0.916975,0.309758,30.586000,0,-1,0.760000
0,0.001000,1,1,4,0.751308,0.306863,30.586000,0,-1,0.760000
0,0.001000,1,1,5,0.635621,0.297183,30.586000,0,-1,0.760000
0,0.001000,1,1,6,0.560580,0.310275,30.586000,0,-1,0.760000
0,0.001000,1,1,7,0.505187,0.318042,30.586000,0,-1,0.760000
0,0.001000,1,1,8,0.464590,0.305448,30.586000,0,-1,0.760000
0,0.001000,1,1,9,0.415565,0.341147,30.586000,0,-1,0.760000
0,0.001000,1,1,10,0.396399,0.317887,30.586000,0,-1,0.760000
0,0.001000,1,1,11,0.369603,0.311061,30.586000,0,-1,0.760000
0,0.001000,1,1,12,0.351714,0.309986,30.586000,0,-1,0.760000
0,0.001000,1,1,13,0.335903,0.308167,30.586000,0,-1,0.760000
0,0.001000,1,1,14,0.332406,0.311994,30.586000,0,-1,0.760000
0,0.001000,1,1,15,0.310645,0.312868,30.586000,0,-1,0.760000
0,0.001000,1,1,16,0.297451,0.314791,30.586000,0,-1,0.760000
0,0.001000,1,1,17,0.289404,0.313287,30.586000,0,-1,0.760000
0,0.001000,1,1,18,0.266760,0.311533,30.586000,0,-1,0.760000
0,0.001000,1,1,19,0.267400,0.307620,30.586000,0,-1,0.760000
0,0.001000,1,1,20,0.261228,0.287425,30.586000,0,-1,0.760000
0,0.001000,1,1,21,0.240648,0.310824,30.586000,0,-1,0.760000
0,0.001000,1,1,22,0.238312,0.297330,30.586000,0,-1,0.760000
0,0.001000,1,1,23,0.227783,0.290644,30.586000,0,-1,0.760000
0,0.001000,1,1,24,0.222900,0.300164,30.586000,0,-1,0.760000
0,0.001000,1,1,25,0.221906,0.295796,30.586000,0,-1,0.760000
0,0.001000,1,1,26,0.214742,0.306250,30.586000,0,-1,0.760000
0,0.001000,1,1,27,0.202164,0.319188,30.586000,0,-1,0.760000
0,0.001000,1,1,28,0.193463,0.289471,30.586000,0,-1,0.760000
0,0.001000,1,1,29,0.194267,0.290494,30.586000,0,-1,0.760000
0,0.001000,1,1,30,0.192095,0.293514,30.586000,0,-1,0.760000
0,0.001000,1,1,31,0.184947,0.289936,30.586000,0,-1,0.760000
0,0.001000,1,1,32,0.190250,0.297713,30.586000,0,-1,0.760000
0,0.001000,1,1,33,0.175066,0.298121,30.586000,0,-1,0.760000
0,0.001000,1,1,34,0.178384,0.297204,30.586000,0,-1,0.760000
0,0.001000,1,1,35,0.168086,0.301125,30.586000,0,-1,0.760000
0,0.001000,1,1,36,0.168934,0.368664,30.586000,0,-1,0.760000
0,0.001000,1,1,37,0.167617,0.325474,30.586000,0,-1,0.760000
0,0.001000,1,1,38,0.148318,0.306149,30.586000,0,-1,0.760000
0,0.001000,1,1,39,0.156596,0.295534,30.586000,0,-1,0.760000
0,0.001000,1,1,40,0.150734,0.304000,30.586000,0,-1,0.760000
0,0.001000,1,1,41,0.147399,0.305995,30.586000,0,-1,0.760000
0,0.001000,1,1,42,0.144981,0.279000,30.586000,0,-1,0.760000
0,0.001000,1,1,43,0.141677,0.297312,30.586000,0,-1,0.760000
0,0.001000,1,1,44,0.151616,0.288756,30.586000,0,-1,0.760000
0,0.001000,1,1,45,0.125185,0.292974,30.586000,0,-1,0.760000
0,0.001000,1,1,46,0.144278,0.305363,30.586000,0,-1,0.760000
0,0.001000,1,1,47,0.132251,0.320342,30.586000,0,-1,0.760000
0,0.001000,1,1,48,0.128042,0.303466,30.586000,0,-1,0.760000
0,0.001000,1,1,49,0.134033,0.294215,30.586000,0,-1,0.760000
0,0.001000,1,1,50,0.129887,0.296678,30.586000,0,-1,0.760000
0,0.001000,1,1,51,0.118204,0.301595,30.586000,0,-1,0.760000
0,0.001000,1,1,52,0.118409,0.301259,30.586000,0,-1,0.760000
0,0.001000,1,1,53,0.115003,0.304662,30.586000,0,-1,0.760000
0,0.001000,1,1,54,0.132025,0.287640,30.586000,0,-1,0.760000
0,0.001000,1,1,55,0.114410,0.287592,30.586000,0,-1,0.760000
0,0.001000,1,1,56,0.114098,0.285553,30.586000,0,-1,0.760000
0,0.001000,1,1,57,0.115701,0.290192,30.586000,0,-1,0.760000
0,0.001000,1,1,58,0.106319,0.297194,30.586000,0,-1,0.760000
0,0.001000,1,1,59,0.109587,0.298697,30.586000,0,-1,0.760000
0,0.001000,1,1,60,0.104335,0.296507,30.586000,0,-1,0.760000
0,0.001000,1,1,61,0.107770,0.304603,30.586000,0,-1,0.760000
0,0.001000,1,1,62,0.116944,0.299982,30.586000,0,-1,0.760000
0,0.001000,1,1,63,0.110369,0.303980,30.586000,0,-1,0.760000
0,0.001000,1,1,64,0.102331,0.298599,30.586000,0,-1,0.760000
0,0.001000,1,1,65,0.093210,0.312698,30.586000,0,-1,0.760000
0,0.001000,1,1,66,0.102986,0.305503,30.586000,0,-1,0.760000
0,0.001000,1,1,67,0.096394,0.305168,30.586000,0,-1,0.760000
0,0.001000,1,1,68,0.095262,0.317875,30.586000,0,-1,0.760000
0,0.001000,1,1,69,0.093437,0.305234,30.586000,0,-1,0.760000
0,0.001000,1,1,70,0.099659,0.292961,30.586000,0,-1,0.760000
0,0.001000,1,1,71,0.096326,0.319673,30.586000,0,-1,0.760000
0,0.001000,1,1,72,0.094919,0.292338,30.586000,0,-1,0.760000
0,0.001000,1,1,73,0.086063,0.311693,30.586000,0,-1,0.760000
0,0.001000,1,1,74,0.101908,0.319941,30.586000,0,-1,0.760000
0,0.001000,1,1,75,0.080746,0.306780,30.586000,0,-1,0.760000
0,0.001000,1,1,76,0.089669,0.361813,30.586000,0,-1,0.760000
0,0.001000,1,1,77,0.091896,0.316851,30.586000,0,-1,0.760000
0,0.001000,1,1,78,0.089233,0.306564,30.586000,0,-1,0.760000
0,0.001000,1,1,79,0.087443,0.292572,30.586000,0,-1,0.760000
0,0.001000,1,1,80,0.076187,0.301162,30.586000,0,-1,0.760000
0,0.001000,1,1,81,0.083322,0.299604,30.586000,0,-1,0.760000
0,0.001000,1,1,82,0.087550,0.302961,30.586000,0,-1,0.760000
0,0.001000,1,1,83,0.082231,0.301515,30.586000,0,-1,0.760000
0,0.001000,1,1,84,0.081646,0.311125,30.586000,0,-1,0.760000
0,0.001000,1,1,85,0.077731,0.318685,30.586000,0,-1,0.760000
0,0.001000,1,1,86,0.077683,0.317821,30.586000,0,-1,0.760000
0,0.001000,1,1,87,0.076924,0.287823,30.586000,0,-1,0.760000
0,0.001000,1,1,88,0.075378,0.298819,30.586000,0,-1,0.760000
0,0.001000,1,1,89,0.074580,0.290763,30.586000,0,-1,0.760000
0,0.001000,1,1,90,0.078878,0.299045,30.586000,0,-1,0.760000
0,0.001000,1,1,91,0.077338,0.295855,30.586000,0,-1,0.760000
0,0.001000,1,1,92,0.072177,0.301665,30.586000,0,-1,0.760000
0,0.001000,1,1,93,0.061819,0.284880,30.586000,0,-1,0.760000
0,0.001000,1,1,94,0.090119,0.292393,30.586000,0,-1,0.760000
0,0.001000,1,1,95,0.069217,0.302071,30.586000,0,-1,0.760000
0,0.001000,1,1,96,0.063048,0.301500,30.586000,0,-1,0.760000
0,0.001000,1,1,97,0.063250,0.297357,30.586000,0,-1,0.760000
0,0.001000,1,1,98,0.076645,0.305808,30.586000,0,-1,0.760000
0,0.001000,1,1,99,0.052161,0.383784,30.586000,0,-1,0.760000
0,0.001000,1,1,100,0.056287,0.310217,30.586000,0,-1,0.760000
0,0.001000,1,2,1,1.875051,0.303724,31.851227,0,-1,0.760000
0,0.001000,1,2,2,0.999804,0.306441,31.851227,0,-1,0.760000
0,0.001000,1,2,3,0.697049,0.313298,31.851227,0,-1,0.760000
0,0.001000,1,2,4,0.559827,0.329693,31.851227,0,-1,0.760000
0,0.001000,1,2,5,0.488431,0.334767,31.851227,0,-1,0.760000
0,0.001000,1,2,6,0.427731,0.311892,31.851227,0,-1,0.760000
0,0.001000,1,2,7,0.399145,0.308963,31.851227,0,-1,0.760000
0,0.001000,1,2,8,0.373565,0.310741,31.851227,0,-1,0.760000
0,0.001000,1,2,9,0.354595,0.309855,31.851227,0,-1,0.760000
0,0.001000,1,2,10,0.332161,0.311713,31.851227,0,-1,0.760000
0,0.001000,1,2,11,0.325848,0.308036,31.851227,0,-1,0.760000
0,0.001000,1,2,12,0.310070,0.309375,31.851227,0,-1,0.760000
0,0.001000,1,2,13,0.294836,0.402638,31.851227,0,-1,0.760000
0,0.001000,1,2,14,0.294181,0.321800,31.851227,0,-1,0.760000
0,0.001000,1,2,15,0.280948,0.312571,31.851227,0,-1,0.760000
0,0.001000,1,2,16,0.263821,0.313238,31.851227,0,-1,0.760000
0,0.001000,1,2,17,0.271899,0.301030,31.851227,0,-1,0.760000
0,0.001000,1,2,18,0.263857,0.323917,31.851227,0,-1,0.760000
0,0.001000,1,2,19,0.252737,0.338938,31.851227,0,-1,0.760000
0,0.001000,1,2,20,0.252978,0.334342,31.851227,0,-1,0.760000
0,0.001000,1,2,21,0.249545,0.299906,31.851227,0,-1,0.760000
0,0.001000,1,2,22,0.237519,0.317820,31.851227,0,-1,0.760000
0,0.001000,1,2,23,0.236669,0.331595,31.851227,0,-1,0.760000
0,0.001000,1,2,24,0.232495,0.323092,31.851227,0,-1,0.760000
0,0.001000,1,2,25,0.239533,0.319039,31.851227,0,-1,0.760000
0,0.001000,1,2,26,0.229067,0.312386,31.851227,0,-1,0.760000
